total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,cost_drag_ann,avg_gross_exposure,avg_net_exposure,beta_spy,strategy,split
-0.24950632041180665,-0.14520890986739787,0.05364626423955555,-2.8969594207958527,-0.2642853987441418,-0.5494397744159015,1.0096754440145537,0.1272191059458338,0.9965151511774403,-3.895249128371186e-20,-0.00275981810636043,raw_pca_stabilized,holdout
-0.5696753786220141,-0.1292759341892662,0.055934907663887805,-2.4462341770390363,-0.5767790842578506,-0.22413422698156135,0.9638550079336249,0.12144573099963672,0.9577899278241851,5.3961130600952005e-19,-0.01114154049303252,raw_pca_stabilized,full
-0.37068457928254006,-0.15560970680083408,0.08483469501110084,-1.950679975298593,-0.3732273130930053,-0.4169301156211399,1.3060277576397221,0.16455949746260498,0.8934554615955069,9.89609461204885e-19,0.024124275985784704,rmt_filtered_residual,train
-0.4592268785076078,-0.3319773965858014,0.08648754874130692,-4.617347600539954,-0.4616185950474896,-0.7191594969254841,1.404557869135634,0.17697429151108987,0.9829012320821643,-2.8083377366216328e-18,0.028142164964255614,rmt_filtered_residual,validation
-0.27765736854315126,-0.16288769236783407,0.0667551775752178,-2.62912239894098,-0.2890042397589895,-0.5636169645942624,1.4112224778207427,0.1778140322054136,0.9813697370840548,-2.701803591651513e-18,0.00884036319192673,rmt_filtered_residual,holdout
-0.7541746205934399,-0.20574571696088917,0.0804724769433313,-2.8208126902711053,-0.7547479164673362,-0.2726019012068295,1.362269014198602,0.17164589578902387,0.9422343911506192,-1.0691222269594032e-18,0.0227249869590959,rmt_filtered_residual,full
-0.1991093254151165,-0.07788885924175626,0.06925982476623294,-1.136110269531673,-0.1991131547193392,-0.3911788718909347,0.6595071497889408,0.08309790087340656,0.9089487822160093,1.0840450417358689e-18,0.011254069580663828,rmt_filtered_conservative,train
-0.301319116970325,-0.20967084690702475,0.07140894533153981,-3.2576442686191065,-0.30074265251983057,-0.6971769556139009,0.716210954148031,0.09024258022265191,0.9989857895446818,1.3682934936906498e-18,0.021431897015318394,rmt_filtered_conservative,validation
-0.1240320660300338,-0.069830951860132,0.056298934219400826,-1.2575094441839139,-0.1779693358251071,-0.39237631323609495,0.7158740172158871,0.09020012616920176,0.9970292475752045,-1.6679309777152272e-18,-0.004323234706922062,rmt_filtered_conservative,holdout
-0.5098372478255697,-0.11046434667346894,0.0663067330114044,-1.7317506532556777,-0.5113448817702502,-0.21602708976189797,0.6906207567972228,0.08701821535645006,0.9579255283689728,3.2866423429852723e-19,0.011152509051453818,rmt_filtered_conservative,full
-0.3199803705229666,-0.1313718080446099,0.05402733224238416,-2.5791163094581373,-0.3226256238036501,-0.4071958280801737,0.9114562343066761,0.1148434855226412,0.908975938828701,4.660694447628358e-19,-0.013193289441047733,final_research_portfolio,train
-0.1568056128139268,-0.10589184157064702,0.0617985355865611,-1.7800980538438331,-0.1750750584275732,-0.6048368198286417,1.0030006661869748,0.12637808393955885,0.9990121268893765,1.3663347300001242e-18,-0.012944752846989083,final_research_portfolio,validation
-0.24950632041180665,-0.14520890986739787,0.05364626423955555,-2.8969594207958527,-0.2642853987441418,-0.5494397744159015,1.0096754440145537,0.1272191059458338,0.9965151511774403,-3.895249128371186e-20,-0.00275981810636043,final_research_portfolio,holdout
-0.5696753786220141,-0.1292759341892662,0.055934907663887805,-2.4462341770390363,-0.5767790842578506,-0.22413422698156135,0.9638550079336249,0.12144573099963672,0.9577899278241851,5.3961130600952005e-19,-0.01114154049303252,final_research_portfolio,full
